hero_id,hero,item_key,item,rank,timing,games,wr,ci95,baseline_wr,baseline_games,baseline_ci95,delta,status
13,Puck,orb_of_venom,Orb of Venom,all,all,58,0.6206896551724138,0.12487533658146432,0.49573120352519967,3631,0.016262867464182866,0.12495845164721414,thin
12,Phantom Lancer,oblivion_staff,Oblivion Staff,all,all,61,0.6557377049180327,0.11923423286714319,0.5309037633916308,10921,0.009359739123109011,0.12483394152640193,thin
84,Ogre Magi,gloves,Gloves of Haste,all,all,75,0.38666666666666666,0.11021535175719833,0.5102014953744772,15782,0.007799282347825771,-0.12353482870781057,thin
84,Ogre Magi,hand_of_midas,Hand of Midas,all,all,75,0.38666666666666666,0.11021535175719833,0.5102014953744772,15782,0.007799282347825771,-0.12353482870781057,thin
18,Sven,gloves,Gloves of Haste,all,all,52,0.6346153846153846,0.13088347776527967,0.5136479954506682,7034,0.011680543288401945,0.12096738916471639,thin
18,Sven,power_treads,Power Treads,all,all,52,0.6346153846153846,0.13088347776527967,0.5136479954506682,7034,0.011680543288401945,0.12096738916471639,thin
106,Ember Spirit,aghanims_shard,Aghanim's Shard,all,all,50,0.62,0.13454225804556721,0.5030406985810073,6413,0.012237351219776565,0.11695930141899269,thin
12,Phantom Lancer,orb_of_frost,Orb of Frost,all,all,65,0.6461538461538462,0.11624508505621604,0.5309037633916308,10921,0.009359739123109011,0.11525008276221538,thin
18,Sven,blink,Blink Dagger,all,all,51,0.6274509803921569,0.13269440054744505,0.5136479954506682,7034,0.011680543288401945,0.11380298494148866,thin
22,Zeus,ultimate_scepter,Aghanim's Scepter,all,all,90,0.6,0.10121396478088716,0.49451638010330434,14133,0.008242952098895496,0.10548361989669564,thin
83,Treant Protector,wizard_hat,Wizard Hat,all,all,57,0.5964912280701754,0.12736413909523456,0.4910667367314766,3806,0.01588262772302264,0.1054244913386988,thin
18,Sven,echo_sabre,Echo Sabre,all,all,55,0.6181818181818182,0.12839885265993492,0.5136479954506682,7034,0.011680543288401945,0.10453382273114997,thin
13,Puck,power_treads,Power Treads,all,all,60,0.6,0.12396128427860045,0.49573120352519967,3631,0.016262867464182866,0.10426879647480031,thin
62,Bounty Hunter,wind_lace,Wind Lace,all,all,62,0.6290322580645161,0.12024437203493418,0.525604706907823,4589,0.014447637988201645,0.10342755115669311,thin
8,Juggernaut,yasha,Yasha,all,all,93,0.41935483870967744,0.10029073911410083,0.5209027258514037,14711,0.00807281757429704,-0.1015478871417263,thin
42,Wraith King,blades_of_attack,Blades of Attack,all,all,70,0.6571428571428571,0.11119712226492194,0.5556702805024952,11622,0.00903393376008159,0.10147257664036191,thin
87,Disruptor,arcane_boots,Arcane Boots,all,all,57,0.38596491228070173,0.126383142673826,0.48739130434782607,6900,0.011794061791771398,-0.10142639206712434,thin
48,Luna,talisman_of_evasion,Talisman of Evasion,all,all,56,0.6071428571428571,0.1279159880546603,0.505853418593212,10165,0.00971947086194298,0.10128943854964512,thin
100,Tusk,wind_lace,Wind Lace,all,all,53,0.37735849056603776,0.13050111873481998,0.4778665515007558,4631,0.014386751927981584,-0.10050806093471804,thin
27,Shadow Shaman,blink,Blink Dagger,all,all,91,0.6263736263736264,0.09939644899963436,0.5263562102911401,14323,0.008177204797301095,0.10001741608248627,thin
14,Pudge,dust,Dust of Appearance,all,all,71,0.4084507042253521,0.1143384215428145,0.5079964638752712,24886,0.006211449799470928,-0.09954575964991907,thin
2,Axe,black_king_bar,Black King Bar,all,all,70,0.6,0.1147658485787475,0.5007752862595419,16768,0.007568066176513313,0.09922471374045805,thin
44,Phantom Assassin,desolator,Desolator,all,all,55,0.6,0.12947333877886,0.5019412952321789,12878,0.00863572078235506,0.09805870476782108,thin
135,Dawnbreaker,quelling_blade,Quelling Blade,all,all,67,0.43283582089552236,0.11864096338027123,0.5304018015882422,8437,0.010649464082101413,-0.09756598069271988,thin
87,Disruptor,wizard_hat,Wizard Hat,all,all,59,0.3898305084745763,0.12444951896994648,0.48739130434782607,6900,0.011794061791771398,-0.09756079587324978,thin
13,Puck,bottle,Bottle,all,all,59,0.5932203389830508,0.12534808312239004,0.49573120352519967,3631,0.016262867464182866,0.09748913545785115,thin
11,Shadow Fiend,lesser_crit,Crystalys,all,all,50,0.58,0.13680743839426276,0.48311639313337107,15903,0.007766740740019407,0.09688360686662889,thin
13,Puck,gloves,Gloves of Haste,all,all,61,0.5901639344262295,0.12341915639433251,0.49573120352519967,3631,0.016262867464182866,0.09443273090102983,thin
8,Juggernaut,bfury,Battle Fury,all,all,89,0.42696629213483145,0.10276564389963089,0.5209027258514037,14711,0.00807281757429704,-0.09393643371657229,thin
83,Treant Protector,arcane_boots,Arcane Boots,all,all,53,0.5849056603773585,0.1326583081607565,0.4910667367314766,3806,0.01588262772302264,0.09383892364588187,thin
86,Rubick,arcane_boots,Arcane Boots,all,all,83,0.5903614457831325,0.1057977499191324,0.49718117619132396,16851,0.00754929392693521,0.09318026959180858,thin
135,Dawnbreaker,harpoon,Harpoon,all,all,69,0.6231884057971014,0.11434135566313801,0.5304018015882422,8437,0.010649464082101413,0.0927866042088592,thin
107,Earth Spirit,spirit_vessel,Spirit Vessel,all,all,50,0.4,0.13579278331339997,0.49224505622334236,5158,0.01364373150389977,-0.09224505622334234,thin
60,Night Stalker,gauntlets,Gauntlets of Strength,all,all,80,0.4375,0.10870796601445545,0.5291899441340782,7160,0.011561873590553648,-0.09168994413407816,thin
42,Wraith King,phase_boots,Phase Boots,all,all,68,0.6470588235294118,0.11358596221422382,0.5556702805024952,11622,0.00903393376008159,0.09138854302691657,thin
1,Anti-Mage,manta,Manta Style,all,all,63,0.5873015873015873,0.12157178215661417,0.49724061810154524,10872,0.009398634052379765,0.09006096920004208,thin
11,Shadow Fiend,wind_lace,Wind Lace,all,all,61,0.39344262295081966,0.12259360093232514,0.48311639313337107,15903,0.007766740740019407,-0.0896737701825514,thin
17,Storm Spirit,kaya,Kaya,all,all,59,0.559322033898305,0.12668397964370795,0.4708052614693616,6234,0.012390849584639298,0.08851677242894346,thin
54,Lifestealer,sange,Sange,all,all,69,0.6086956521739131,0.11515663412144916,0.5203040979046912,10786,0.009428388962888805,0.08839155426922185,thin
2,Axe,aghanims_shard,Aghanim's Shard,all,all,85,0.5882352941176471,0.10462770690747876,0.5007752862595419,16768,0.007568066176513313,0.08746000785810515,thin
12,Phantom Lancer,aghanims_shard,Aghanim's Shard,all,all,55,0.6181818181818182,0.12839885265993492,0.5309037633916308,10921,0.009359739123109011,0.08727805479018735,thin
104,Legion Commander,black_king_bar,Black King Bar,all,all,53,0.6226415094339622,0.13050111873481998,0.5359513274336283,12656,0.008688649558762196,0.08669018200033396,thin
84,Ogre Magi,arcane_boots,Arcane Boots,all,all,59,0.423728813559322,0.12609199519119516,0.5102014953744772,15782,0.007799282347825771,-0.08647268181515522,thin
20,Vengeful Spirit,ultimate_scepter,Aghanim's Scepter,all,all,60,0.6166666666666667,0.1230251705651839,0.5304754344182765,11337,0.009186895923541978,0.0861912322483902,thin
54,Lifestealer,yasha,Yasha,all,all,81,0.6049382716049383,0.10646370411939018,0.5203040979046912,10786,0.009428388962888805,0.08463417370024706,thin
101,Skywrath Mage,arcane_boots,Arcane Boots,all,all,53,0.5849056603773585,0.1326583081607565,0.5003929101545447,11453,0.009157276152575644,0.08451275022281379,thin
12,Phantom Lancer,blitz_knuckles,Blitz Knuckles,all,all,65,0.6153846153846154,0.11827311534487404,0.5309037633916308,10921,0.009359739123109011,0.0844808519929846,thin
86,Rubick,wizard_hat,Wizard Hat,all,all,98,0.5816326530612245,0.09766665505792692,0.49718117619132396,16851,0.00754929392693521,0.08445147686990051,thin
22,Zeus,kaya,Kaya,all,all,64,0.578125,0.12099539856791816,0.49451638010330434,14133,0.008242952098895496,0.08360861989669566,thin
18,Sven,lifesteal,Morbid Mask,all,all,52,0.5961538461538461,0.1333649020055004,0.5136479954506682,7034,0.011680543288401945,0.08250585070317795,thin
18,Sven,mask_of_madness,Mask of Madness,all,all,52,0.5961538461538461,0.1333649020055004,0.5136479954506682,7034,0.011680543288401945,0.08250585070317795,thin
128,Snapfire,kaya,Kaya,all,all,61,0.5737704918032787,0.1241029242659796,0.4913330742324135,12865,0.008638849856793456,0.08243741757086515,thin
85,Undying,shawl,Shawl,all,all,50,0.6,0.13579278331339997,0.5176822853443392,12357,0.008810444232322889,0.08231771465566073,thin
28,Slardar,power_treads,Power Treads,all,all,51,0.4117647058823529,0.135073788801512,0.494042040433793,7469,0.011338719486716187,-0.0822773345514401,thin
62,Bounty Hunter,tranquil_boots,Tranquil Boots,all,all,56,0.6071428571428571,0.1279159880546603,0.525604706907823,4589,0.014447637988201645,0.08153815023503408,thin
1,Anti-Mage,yasha,Yasha,all,all,64,0.578125,0.12099539856791816,0.49724061810154524,10872,0.009398634052379765,0.08088438189845476,thin
54,Lifestealer,sange_and_yasha,Sange and Yasha,all,all,55,0.6,0.12947333877886,0.5203040979046912,10786,0.009428388962888805,0.07969590209530875,thin
48,Luna,butterfly,Butterfly,all,all,53,0.5849056603773585,0.1326583081607565,0.505853418593212,10165,0.00971947086194298,0.07905224178414649,thin
67,Spectre,manta,Manta Style,all,all,93,0.6129032258064516,0.09899661084304986,0.5358369768894441,12808,0.008637081584868455,0.07706624891700753,thin
25,Lina,black_king_bar,Black King Bar,all,all,50,0.56,0.13759144159430847,0.4831164460399372,17828,0.007335454483172115,0.07688355396006286,thin
84,Ogre Magi,wizard_hat,Wizard Hat,all,all,60,0.43333333333333335,0.12538781321844522,0.5102014953744772,15782,0.007799282347825771,-0.07686816204114388,thin
42,Wraith King,quelling_blade,Quelling Blade,all,all,68,0.6323529411764706,0.11460325015487767,0.5556702805024952,11622,0.00903393376008159,0.07668266067397533,thin
12,Phantom Lancer,ultimate_scepter,Aghanim's Scepter,all,all,84,0.6071428571428571,0.10444296689262199,0.5309037633916308,10921,0.009359739123109011,0.07623909375122628,thin
71,Spirit Breaker,invis_sword,Shadow Blade,all,all,78,0.6025641025641025,0.10860353040315306,0.526919682259488,13596,0.008392476695303646,0.07564442030461449,thin
14,Pudge,blades_of_attack,Blades of Attack,all,all,72,0.5833333333333334,0.11387872583380472,0.5079964638752712,24886,0.006211449799470928,0.07533686945806217,thin
14,Pudge,phase_boots,Phase Boots,all,all,72,0.5833333333333334,0.11387872583380472,0.5079964638752712,24886,0.006211449799470928,0.07533686945806217,thin
101,Skywrath Mage,wizard_hat,Wizard Hat,all,all,54,0.5740740740740741,0.13188949232306563,0.5003929101545447,11453,0.009157276152575644,0.07368116391952939,thin
71,Spirit Breaker,shadow_amulet,Shadow Amulet,all,all,80,0.6,0.10735362127101256,0.526919682259488,13596,0.008392476695303646,0.07308031774051194,thin
28,Slardar,gloves,Gloves of Haste,all,all,52,0.4230769230769231,0.13428361483279552,0.494042040433793,7469,0.011338719486716187,-0.07096511735686994,thin
100,Tusk,blink,Blink Dagger,all,all,54,0.4074074074074074,0.1310544466920698,0.4778665515007558,4631,0.014386751927981584,-0.07045914409334841,thin
36,Necrophos,consecrated_wraps,Consecrated Wraps,all,all,51,0.5686274509803921,0.13592869473345504,0.4989860665925296,15287,0.007926182175415377,0.06964138438786255,thin
17,Storm Spirit,gloves,Gloves of Haste,all,all,63,0.5396825396825397,0.12307892791445109,0.4708052614693616,6234,0.012390849584639298,0.06887727821317807,thin
17,Storm Spirit,power_treads,Power Treads,all,all,63,0.5396825396825397,0.12307892791445109,0.4708052614693616,6234,0.012390849584639298,0.06887727821317807,thin
17,Storm Spirit,blitz_knuckles,Blitz Knuckles,all,all,63,0.5396825396825397,0.12307892791445109,0.4708052614693616,6234,0.012390849584639298,0.06887727821317807,thin
17,Storm Spirit,oblivion_staff,Oblivion Staff,all,all,63,0.5396825396825397,0.12307892791445109,0.4708052614693616,6234,0.012390849584639298,0.06887727821317807,thin
128,Snapfire,blink,Blink Dagger,all,all,75,0.56,0.11234294162666977,0.4913330742324135,12865,0.008638849856793456,0.06866692576758654,thin
36,Necrophos,travel_boots,Boots of Travel,all,all,97,0.5670103092783505,0.09860625386573794,0.4989860665925296,15287,0.007926182175415377,0.06802424268582091,thin
8,Juggernaut,manta,Manta Style,all,all,75,0.4533333333333333,0.11266669717290842,0.5209027258514037,14711,0.00807281757429704,-0.06756939251807043,thin
9,Mirana,urn_of_shadows,Urn of Shadows,all,all,58,0.4482758620689655,0.12798991308814325,0.5152877697841727,8896,0.010385456489485302,-0.06701190771520715,thin
42,Wraith King,gauntlets,Gauntlets of Strength,all,all,53,0.6226415094339622,0.13050111873481998,0.5556702805024952,11622,0.00903393376008159,0.06697122893146701,thin
106,Ember Spirit,cloak,Cloak,all,all,55,0.43636363636363634,0.13106855301628273,0.5030406985810073,6413,0.012237351219776565,-0.06667706221737096,thin
106,Ember Spirit,orb_of_venom,Orb of Venom,all,all,55,0.43636363636363634,0.13106855301628273,0.5030406985810073,6413,0.012237351219776565,-0.06667706221737096,thin
85,Undying,arcane_boots,Arcane Boots,all,all,84,0.5833333333333334,0.10543121331342412,0.5176822853443392,12357,0.008810444232322889,0.06565104798899413,thin
17,Storm Spirit,orb_of_venom,Orb of Venom,all,all,56,0.5357142857142857,0.13062350477613133,0.4708052614693616,6234,0.012390849584639298,0.06490902424492412,thin
17,Storm Spirit,witch_blade,Witch Blade,all,all,56,0.5357142857142857,0.13062350477613133,0.4708052614693616,6234,0.012390849584639298,0.06490902424492412,thin
39,Queen of Pain,bottle,Bottle,all,all,65,0.4,0.11909814956903919,0.4629856850715746,9780,0.009882421129519318,-0.0629856850715746,thin
12,Phantom Lancer,manta,Manta Style,all,all,91,0.5934065934065934,0.10092336556460384,0.5309037633916308,10921,0.009359739123109011,0.0625028300149626,thin
22,Zeus,wizard_hat,Wizard Hat,all,all,90,0.5555555555555556,0.10266142897226911,0.49451638010330434,14133,0.008242952098895496,0.06103917545225124,thin
22,Zeus,arcane_boots,Arcane Boots,all,all,90,0.5555555555555556,0.10266142897226911,0.49451638010330434,14133,0.008242952098895496,0.06103917545225124,thin
8,Juggernaut,blink,Blink Dagger,all,all,50,0.46,0.1381487198637758,0.5209027258514037,14711,0.00807281757429704,-0.060902725851403716,thin
17,Storm Spirit,bottle,Bottle,all,all,64,0.53125,0.12226050807982723,0.4708052614693616,6234,0.012390849584639298,0.06044473853063842,thin
35,Sniper,lesser_crit,Crystalys,all,all,50,0.56,0.13759144159430847,0.49971594137029884,17602,0.007386607068385814,0.06028405862970121,thin
106,Ember Spirit,mage_slayer,Mage Slayer,all,all,54,0.4444444444444444,0.13253533490248462,0.5030406985810073,6413,0.012237351219776565,-0.058596254136562886,thin
35,Sniper,blades_of_attack,Blades of Attack,all,all,52,0.5576923076923077,0.13499384668793207,0.49971594137029884,17602,0.007386607068385814,0.057976366322008865,thin
60,Night Stalker,blink,Blink Dagger,all,all,72,0.4722222222222222,0.11531573820922277,0.5291899441340782,7160,0.011561873590553648,-0.05696772191185595,thin
6,Drow Ranger,yasha,Yasha,all,all,60,0.4,0.12396128427860045,0.45598962554709027,12338,0.008788500065894355,-0.05598962554709025,thin
6,Drow Ranger,hurricane_pike,Hurricane Pike,all,all,55,0.509090909090909,0.13212132939060178,0.45598962554709027,12338,0.008788500065894355,0.05310128354381877,thin
30,Witch Doctor,arcane_boots,Arcane Boots,all,all,95,0.4842105263157895,0.1004957323203754,0.5368583018604001,14298,0.008173446109371218,-0.05264777554461059,thin
71,Spirit Breaker,wind_lace,Wind Lace,all,all,88,0.5795454545454546,0.10313783558532798,0.526919682259488,13596,0.008392476695303646,0.05262577228596654,thin
85,Undying,wizard_hat,Wizard Hat,all,all,88,0.5681818181818182,0.10349249656123789,0.5176822853443392,12357,0.008810444232322889,0.05049953283747899,thin
35,Sniper,power_treads,Power Treads,all,all,91,0.5494505494505495,0.10222824694908504,0.49971594137029884,17602,0.007386607068385814,0.04973460808025065,thin
14,Pudge,ring_of_protection,Ring of Protection,all,all,52,0.5576923076923077,0.13499384668793207,0.5079964638752712,24886,0.006211449799470928,0.04969584381703651,thin
29,Tidehunter,ring_of_protection,Ring of Protection,all,all,52,0.5576923076923077,0.13499384668793207,0.5086871325930764,7655,0.011199223687561032,0.0490051750992313,thin
9,Mirana,ring_of_protection,Ring of Protection,all,all,60,0.4666666666666667,0.126235992989028,0.5152877697841727,8896,0.010385456489485302,-0.048621103117506004,thin
6,Drow Ranger,dragon_lance,Dragon Lance,all,all,76,0.40789473684210525,0.11048995246695982,0.45598962554709027,12338,0.008788500065894355,-0.04809488870498502,thin
35,Sniper,dragon_lance,Dragon Lance,all,all,84,0.5476190476190477,0.10644073294387646,0.49971594137029884,17602,0.007386607068385814,0.04790310624874883,thin
71,Spirit Breaker,blitz_knuckles,Blitz Knuckles,all,all,87,0.5747126436781609,0.1038874429034174,0.526919682259488,13596,0.008392476695303646,0.04779296141867284,thin
11,Shadow Fiend,blades_of_attack,Blades of Attack,all,all,81,0.5308641975308642,0.1086812360646342,0.48311639313337107,15903,0.007766740740019407,0.047747804397493154,thin
30,Witch Doctor,wizard_hat,Wizard Hat,all,all,96,0.4895833333333333,0.09999912289835254,0.5368583018604001,14298,0.008173446109371218,-0.04727496852706675,thin
1,Anti-Mage,gloves,Gloves of Haste,all,all,68,0.5441176470588235,0.1183789302950389,0.49724061810154524,10872,0.009398634052379765,0.046877028957278244,thin
1,Anti-Mage,power_treads,Power Treads,all,all,68,0.5441176470588235,0.1183789302950389,0.49724061810154524,10872,0.009398634052379765,0.046877028957278244,thin
64,Jakiro,wizard_hat,Wizard Hat,all,all,52,0.5384615384615384,0.13549887593653212,0.49195628146874615,8143,0.010858695432480135,0.04650525699279229,thin
14,Pudge,gauntlets,Gauntlets of Strength,all,all,92,0.5543478260869565,0.10156670110201449,0.5079964638752712,24886,0.006211449799470928,0.04635136221168534,thin
11,Shadow Fiend,black_king_bar,Black King Bar,all,all,85,0.5294117647058824,0.10611186198641266,0.48311639313337107,15903,0.007766740740019407,0.04629537157251129,thin
22,Zeus,aghanims_shard,Aghanim's Shard,all,all,87,0.5402298850574713,0.10472638607822568,0.49451638010330434,14133,0.008242952098895496,0.04571350495416693,thin
11,Shadow Fiend,blitz_knuckles,Blitz Knuckles,all,all,53,0.5283018867924528,0.13439752992932044,0.48311639313337107,15903,0.007766740740019407,0.045185493659081755,thin
27,Shadow Shaman,wizard_hat,Wizard Hat,all,all,84,0.5714285714285714,0.10583005244258362,0.5263562102911401,14323,0.008177204797301095,0.045072361137431294,thin
27,Shadow Shaman,arcane_boots,Arcane Boots,all,all,84,0.5714285714285714,0.10583005244258362,0.5263562102911401,14323,0.008177204797301095,0.045072361137431294,thin
6,Drow Ranger,force_staff,Force Staff,all,all,56,0.5,0.13095800853708794,0.45598962554709027,12338,0.008788500065894355,0.04401037445290973,thin
128,Snapfire,arcane_boots,Arcane Boots,all,all,76,0.4473684210526316,0.11178918415537571,0.4913330742324135,12865,0.008638849856793456,-0.04396465317978193,thin
39,Queen of Pain,gloves,Gloves of Haste,all,all,62,0.41935483870967744,0.12283056837806682,0.4629856850715746,9780,0.009882421129519318,-0.04363084636189718,thin
39,Queen of Pain,power_treads,Power Treads,all,all,62,0.41935483870967744,0.12283056837806682,0.4629856850715746,9780,0.009882421129519318,-0.04363084636189718,thin
30,Witch Doctor,aghanims_shard,Aghanim's Shard,all,all,75,0.49333333333333335,0.11315059358938259,0.5368583018604001,14298,0.008173446109371218,-0.04352496852706672,thin
36,Necrophos,crown,Crown,all,all,59,0.5423728813559322,0.12712615892754203,0.4989860665925296,15287,0.007926182175415377,0.043386814763402615,thin
128,Snapfire,wizard_hat,Wizard Hat,all,all,78,0.44871794871794873,0.11037797374758486,0.4913330742324135,12865,0.008638849856793456,-0.04261512551446478,thin
35,Sniper,gloves,Gloves of Haste,all,all,96,0.5416666666666666,0.09967293156638385,0.49971594137029884,17602,0.007386607068385814,0.041950725296367786,thin
54,Lifestealer,gauntlets,Gauntlets of Strength,all,all,89,0.5617977528089888,0.1030833127992139,0.5203040979046912,10786,0.009428388962888805,0.04149365490429757,thin
107,Earth Spirit,ring_of_protection,Ring of Protection,all,all,62,0.45161290322580644,0.12387595376715095,0.49224505622334236,5158,0.01364373150389977,-0.04063215299753592,thin
31,Lich,blink,Blink Dagger,all,all,58,0.5689655172413793,0.12745035670120577,0.528833746898263,10075,0.009747207535654445,0.040131770343116324,thin
1,Anti-Mage,bfury,Battle Fury,all,all,67,0.5373134328358209,0.11939220267644883,0.49724061810154524,10872,0.009398634052379765,0.04007281473427565,thin
101,Skywrath Mage,rod_of_atos,Rod of Atos,all,all,50,0.54,0.1381487198637758,0.5003929101545447,11453,0.009157276152575644,0.03960708984545536,thin
1,Anti-Mage,quelling_blade,Quelling Blade,all,all,69,0.5362318840579711,0.11766797686705044,0.49724061810154524,10872,0.009398634052379765,0.038991265956425825,thin
48,Luna,black_king_bar,Black King Bar,all,all,62,0.46774193548387094,0.12420083225258421,0.505853418593212,10165,0.00971947086194298,-0.03811148310934104,thin
36,Necrophos,wind_lace,Wind Lace,all,all,54,0.5370370370370371,0.132994730855015,0.4989860665925296,15287,0.007926182175415377,0.038050970444507504,thin
9,Mirana,wizard_hat,Wizard Hat,all,all,88,0.4772727272727273,0.1043603733616084,0.5152877697841727,8896,0.010385456489485302,-0.038015042511445385,thin
26,Lion,shawl,Shawl,all,all,76,0.4473684210526316,0.11178918415537571,0.48501234778165714,23486,0.006391846675944596,-0.037643926729025556,thin
64,Jakiro,arcane_boots,Arcane Boots,all,all,51,0.5294117647058824,0.13698982476947869,0.49195628146874615,8143,0.010858695432480135,0.03745548323713621,thin
86,Rubick,wind_lace,Wind Lace,all,all,58,0.5344827586206896,0.12837392209112225,0.49718117619132396,16851,0.00754929392693521,0.037301582429365654,thin
6,Drow Ranger,gloves,Gloves of Haste,all,all,74,0.4189189189189189,0.11241481923622919,0.45598962554709027,12338,0.008788500065894355,-0.03707070662817136,thin
6,Drow Ranger,power_treads,Power Treads,all,all,74,0.4189189189189189,0.11241481923622919,0.45598962554709027,12338,0.008788500065894355,-0.03707070662817136,thin
30,Witch Doctor,shadow_amulet,Shadow Amulet,all,all,80,0.5,0.10956733089748968,0.5368583018604001,14298,0.008173446109371218,-0.03685830186040007,thin
30,Witch Doctor,glimmer_cape,Glimmer Cape,all,all,78,0.5,0.11096314934617038,0.5368583018604001,14298,0.008173446109371218,-0.03685830186040007,thin
71,Spirit Breaker,dust,Dust of Appearance,all,all,55,0.5636363636363636,0.13106855301628273,0.526919682259488,13596,0.008392476695303646,0.03671668137687556,thin
12,Phantom Lancer,yasha,Yasha,all,all,97,0.5670103092783505,0.09860625386573794,0.5309037633916308,10921,0.009359739123109011,0.03610654588671969,thin
71,Spirit Breaker,blades_of_attack,Blades of Attack,all,all,96,0.5625,0.09923634194437037,0.526919682259488,13596,0.008392476695303646,0.03558031774051196,thin
104,Legion Commander,gauntlets,Gauntlets of Strength,all,all,70,0.5714285714285714,0.11593101396951551,0.5359513274336283,12656,0.008688649558762196,0.03547724399494312,thin
96,Centaur Warrunner,blink,Blink Dagger,all,all,62,0.46774193548387094,0.12420083225258421,0.5030975735673723,7748,0.011133274970263474,-0.03535563808350134,thin
28,Slardar,blink,Blink Dagger,all,all,50,0.46,0.1381487198637758,0.494042040433793,7469,0.011338719486716187,-0.034042040433793,thin
106,Ember Spirit,bottle,Bottle,all,all,81,0.4691358024691358,0.1086812360646342,0.5030406985810073,6413,0.012237351219776565,-0.03390489611187153,thin
11,Shadow Fiend,kaya,Kaya,all,all,69,0.4492753623188406,0.1173694529775457,0.48311639313337107,15903,0.007766740740019407,-0.03384103081453049,thin
11,Shadow Fiend,yasha_and_kaya,Yasha and Kaya,all,all,69,0.4492753623188406,0.1173694529775457,0.48311639313337107,15903,0.007766740740019407,-0.03384103081453049,thin
74,Invoker,aghanims_shard,Aghanim's Shard,all,all,97,0.4742268041237113,0.09937164377553345,0.5078412995938769,16005,0.0077454173467786,-0.033614495470165595,thin
5,Crystal Maiden,tranquil_boots,Tranquil Boots,all,all,74,0.47297297297297297,0.11375613224542183,0.5065163508435276,12507,0.008762188964456769,-0.03354337787055467,thin
